3.0872640,-2.4099621,1.9378042
3.2028544,-2.2462648,1.9400412
3.2887933,-2.0661197,1.9407446
3.3468546,-1.8781460,1.9329486
3.3869364,-1.6825085,1.9300078
3.4230647,-1.4887408,1.9313833
3.4618463,-1.2989112,1.9217773
3.4893164,-1.1023593,1.9411691
3.4904345,-0.8971768,1.9863348
3.4588227,-0.7035587,2.0099826
3.3944080,-0.5129650,2.0328625
3.3007221,-0.3379920,2.0538174
3.1812498,-0.1792615,2.0778213
3.0407356,-0.0381906,2.1051333
2.8848235,0.0847085,2.1388044
2.7161350,0.1913534,2.1763933
2.5395460,0.2820301,2.2299892
2.3552832,0.3590221,2.2907027
2.1668802,0.4225360,2.3596502
1.9741253,0.4738892,2.4321634
1.7788595,0.5134124,2.5071692
1.5816342,0.5416451,2.5835228
1.3828272,0.5589277,2.6597615
1.1837810,0.5654237,2.7359130
0.9841710,0.5612545,2.8110934
0.7854306,0.5464321,2.8852499
0.5874794,0.5207995,2.9581040
0.3914018,0.4842398,3.0293005
0.1972482,0.4363733,3.0986575
0.0074612,0.3774331,3.1659616
-0.1809625,0.3057115,3.1903029
-0.3571691,0.2250682,3.2934931
